stateabb,countyname,statefips,countyfips,ruralcode,persistentpov,active_md_nf17,active_md_nf16,active_md_nf15,active_md_nf14,active_md_nf13,active_md_nf12,active_md_nf11,active_md_nf10,active_md_nf05,active_md_nf00,active_md_nf90,active_md_nf80,active_md_nf70,active_md_nf60,genprac17,genprac15,genprac10,dfammed17,dfammed15,dfammed10,intmed17,intmed15,intmed10,ped17,ped15,ped10,obgyn17,obgyn15,obgyn10,psych_pc17,psych_pc15,psych_pc10,tothosp17,tothosp15,tothosp10,prev_stays16,prev_stays15,prev_stays14,prev_stays13,prev_stays12,rurclin18,rurclin17,rurclin16,rurclin15,rurclin14,rurclin13,rurclin12,rurclin11,rurclin10,nhsc_sites19,nhsc_sites18,nhsc_sites17,nhsc_sites16,nhsc_sites15,nhsc_wpc19,nhsc_wpc18,nhsc_wpc17,nhsc_wpc16,nhsc_wpc15,nhsc_wpc14,nhsc_wpc13,nhsc_wmh19,nhsc_wmh18,nhsc_wmh17,nhsc_wmh16,nhsc_wmh15,nhsc_wmh14,nhsc_wmh13,nhsc_pcp19,nhsc_pcp18,nhsc_pcp17,nhsc_pcp16,nhsc_pcp15,nhsc_pcp14,nhsc_pcp13,nhsc_mhp19,nhsc_mhp18,nhsc_mhp17,nhsc_mhp16,nhsc_mhp15,nhsc_mhp14,nhsc_mhp13,popest18,popest17,popest16,popest15,popest14,popest13,popest12,popest11,popest10,popest09,popest08,popest07,popest06,popest05,popest00,pop6517,pop6516,pop6515,pop6514,pop6513,pop6512,pop6511,pop6510,infmort1317,infmort1216,infmort1115,infmort1014,infmort0913,infmort0812,infmort0711,infmort0610,infmort0509,infmort0408,infmort0307,infmort0206,infmort0105,infmort9600,sui1517,sui1416,sui1315,sui0810,povperc17,povperc16,povperc15,povperc14,povperc13,povperc12,povperc11,povperc10,pop65perc10,pop65perc11,pop65perc12,pop65perc13,pop65perc14,pop65perc15,pop65perc16,pop65perc17,pcp17,pcp15,pcp10,pcpratio17,pcpratio15,pcpratio10,pcp15weight,pcp17weight,pcp10weight
AL,Geneva,01,061,03,0,11,10,11,12,12,12,11,11,14,13,7,6,8,12,0,0,1,8,7,5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,5629,5992,5890,6688,7140,0,0,0,0,0,0,0,0,0,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26314,26421,26614,26777,26712,26727,26931,26781,26790,25961,25882,25707,25868,25735,25764,5291,5278,5263,5129,4967,4938,4780,4674,NA,NA,NA,NA,NA,NA,NA,26,25.6,25.6,26,26,26,25.6,NaN,NaN,NaN,NaN,13.6,13.6,12.2,12.2,12.2,12.2,10.9,13.6,14.4,14.4,12.8,12.8,11.2,11.2,11.2,9.8,8,7,5,0.3027894477877446,0.261418381446764,0.1866368047779022,5.7,7.3,2.8
AL,Greene,01,063,08,1,6,7,7,6,5,5,5,5,5,6,7,4,4,2,0,0,0,0,1,1,4,4,2,0,0,0,0,0,0,2,2,1,1,1,1,7559,7347,10429,10594,10327,0,1,1,1,1,1,1,1,1,2,2,2,2,2,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0.25,0.25,0.25,0,0,0,8233,8330,8422,8479,8553,8744,8876,8921,9045,8829,9172,9201,9374,9661,9974,1778,1639,1583,1533,1502,1486,1461,1454,NA,NA,NA,NA,NA,NA,NA,26,26,26,26,24,24,24.8,NaN,NaN,NaN,NaN,5.6,5.6,3.4,5.6,4.7,4.7,4.7,6.6,16.1,16.1,16.1,14.4,14.4,12.8,11.2,8.9,4,5,3,0.4801920768307323,0.5896921806816842,0.33167495854063017,16.9,12.6,7.3
AL,Hale,01,065,03,1,5,5,6,5,5,5,4,4,9,7,7,6,4,5,1,0,0,1,2,1,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,6807,6677,5917,7260,5432,0,2,2,1,1,1,1,1,1,2,2,2,2,3,0,0,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0.25,0.25,0.25,0,0,0,14726,14812,14952,15068,15184,15406,15388,15421,15760,17975,18145,18111,18236,18316,17185,2783,2769,2679,2627,2597,2515,2450,2370,NA,NA,NA,NA,NA,NA,NA,26,26,20.5,22.4,20.5,19.5,24.8,NaN,NaN,NaN,NaN,10.9,12.2,7.8,7.8,10.9,9.3,7.8,10.9,17.8,17.8,16.1,16.1,14.4,14.4,12.8,12.8,2,3,1,0.13502565487442614,0.19909742500663657,0.06345177664974619,2.8,1.5,0.5
AL,Henry,01,067,03,0,4,4,4,4,4,5,6,6,6,2,3,5,3,6,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,4305,3784,4341,4272,4186,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17209,17147,17164,17221,17190,17296,17287,17412,17302,16647,16591,16621,16706,16610,16310,3810,3762,3664,3569,3470,3324,3155,3044,NA,NA,NA,NA,NA,NA,NA,26,26,26,26,26,26,22.4,NaN,NaN,NaN,NaN,16.2,14.9,16.2,16.2,14.9,14.9,14.9,14.9,14.4,12.8,11.2,9.8,9.8,8.9,8.9,8,3,3,3,0.17495771855135012,0.17420591138725974,0.17339035949601203,2.8,2.8,2.8
AL,Houston,01,069,03,0,341,344,346,349,340,342,334,323,303,276,187,102,54,43,0,0,1,22,24,24,43,48,34,20,19,18,17,19,19,11,11,11,5,5,5,5137,4062,4943,5172,5573,0,0,0,0,0,0,0,0,0,1,1,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104722,104346,104056,104173,104193,103668,103402,102369,101547,100085,98488,97171,95660,94249,88787,18143,17514,17147,16790,16178,15745,15155,14675,25.6,25.6,25.6,26,25.6,25.6,25.6,25.6,25.6,25.6,25.6,25.6,26,24.8,15,14,16,12,16.2,14.9,14.9,13.6,14.9,14.9,16.2,16.2,18.7,18.7,17.8,17.8,16.1,16.1,16.1,14.4,102,110,95,0.9775171065493646,1.0559357991034144,0.9355273912572504,27.7,26.6,25.9
AL,Jackson,01,071,06,0,49,50,49,50,53,51,51,48,56,44,27,23,16,12,1,1,2,21,21,18,6,6,4,3,2,3,4,4,4,2,2,1,1,1,1,6730,6370,6211,8285,7784,0,3,2,2,2,3,3,3,3,6,6,6,6,7,0,1,5,0,0,0,0,0,0,1,1,1,1,1,0,1,5,0,0,0,0,0,0,1,1.4,1,0.5,0.4,51736,51909,52138,52419,52665,52951,53019,53291,53227,52838,53134,53030,53745,53650,53926,10147,10121,9977,9776,9563,9300,9121,8773,NA,NA,NA,NA,NA,NA,NA,25.6,25.6,25.6,26,26,26,26,14,13,13,NaN,16.2,16.2,14.9,13.6,16.2,16.2,16.2,14.9,16.1,14.4,14.4,12.8,12.8,11.2,11.2,11.2,34,33,29,0.6549923905295806,0.6295427230584331,0.5448362673079452,19.1,20.7,14.8
AL,Jefferson,01,073,01,0,4064,3986,3941,3867,3796,3760,3725,3678,3438,3159,2532,1925,1151,834,5,6,8,183,172,160,481,459,469,240,248,230,152,170,146,130,139,124,14,14,15,4236,3350,3367,3988,4813,0,1,1,1,0,0,0,0,0,23,22,17,18,21,6,3,4,3,7,7,7,8,9,5,5,6,3,4,10,6,5,5,5,8,8,12.6,11.4,7.5,13.5,11,5,8,659300,659197,659521,660367,660793,659479,660009,658931,658466,665027,659503,658779,656700,657229,662047,101476,99342,96633,94375,91691,89599,87341,86443,24,23.2,24,23.2,24,24,24,23.2,23.2,23.2,23.2,24,23.2,23.2,97,85,86,94,16.2,17.4,16.2,14.9,14.9,14.9,14.9,14.9,18.9,18.9,18.9,18.9,18.7,18.7,17.8,17.8,1056,1049,1005,1.6019490379962287,1.5885106312096153,1.5262747051480259,28.7,28.7,28.7
AL,Lamar,01,075,08,0,2,2,2,2,2,2,2,3,3,3,5,6,5,5,1,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5852,5479,6351,7033,8623,0,3,2,2,2,2,2,1,1,2,2,2,2,2,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0.25,1,0,1.5,2,0.13,1,13844,13946,13918,13886,14086,14236,14259,14311,14564,14200,14295,14447,14548,14962,15904,2994,2957,2920,2885,2832,2815,2730,2732,NA,NA,NA,NA,NA,NA,NA,25.6,24.8,25.6,24.8,23.2,24,20.5,NaN,NaN,NaN,NaN,14.9,14.9,10.9,13.6,12.2,12.2,12.2,13.6,12.8,11.2,11.2,11.2,9.8,8.9,8.9,8.9,1,1,2,0.07170514842965725,0.07201497911565606,0.137324910738808,0.5,0.5,1.5
AL,Lauderdale,01,077,03,0,169,174,167,167,165,156,155,156,161,150,113,93,55,51,1,1,3,17,20,13,19,20,19,11,11,12,11,10,7,3,2,3,1,1,1,5480,5221,5541,5511,5686,0,0,0,0,0,0,0,0,0,3,3,4,5,5,0,0,2,2,0,0,0,0,0,0,1,2,2,2,0,0,3,3,0,0,0,0,0,0,2,3,2,2,92387,92538,92318,92596,93096,92797,92542,92781,92709,89599,89128,88561,87891,87691,87966,18111,17624,17303,16978,16603,16242,15839,15553,NA,NA,NA,NA,NA,NA,NA,26,26,26,26,26,26,26,15,15,13,NaN,18.7,17.4,16.2,14.9,16.2,13.6,16.2,16.2,16.1,14.4,14.4,14.4,12.8,12.8,11.2,11.2,58,61,51,0.62676954332274315,0.6587757570521404,0.5501084037148497,20.7,19.1,16.9
AL,Lawrence,01,079,03,0,6,6,8,9,10,12,13,10,10,9,13,10,8,8,0,0,0,3,5,3,0,0,1,2,2,2,1,1,1,0,0,1,1,1,1,6598,6601,5583,6651,7427,0,5,4,4,4,2,2,2,2,1,2,2,2,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,32957,33049,33244,33115,33477,33587,33838,34117,34339,34106,34166,34229,34312,34605,34803,6012,5869,5753,5626,5490,5344,5172,4999,NA,NA,NA,NA,NA,NA,NA,26,26,24.8,24.8,24.8,26,26,NaN,NaN,NaN,NaN,16.2,16.2,14.9,16.2,16.2,14.9,16.2,14.9,18.7,17.8,17.8,16.1,16.1,14.4,14.4,12.8,6,8,7,0.18154860964023117,0.2415823644873924,0.2038498500247532,4.1,2.8,4.1
AL,Lee,01,081,03,0,200,203,205,200,202,197,190,190,177,158,102,77,33,18,0,0,2,34,30,25,26,25,24,15,15,17,12,11,12,5,5,6,1,1,1,3778,3718,4011,4175,4330,0,1,1,1,0,0,0,0,0,4,2,2,2,2,0,0,0,0,0,0,1,1,1,2,1,1,0,0,0,0,0,0,0,0,1,2,2,4,2,2,0,0,163941,161604,158991,156993,154255,150933,147257,143468,140247,135883,133010,130516,125781,123254,115092,18611,17495,16683,15828,15000,14220,13195,12716,26,26,26,26,26,26,26,26,25.6,25.6,25.6,26,26,24.8,18,18,19,13,16.2,14.9,13.6,10.9,14.9,12.2,13.6,13.6,19.8,19.8,19.8,19.8,19.6,19.6,19.4,19.4,87,81,78,0.5383530110640825,0.515946570866217,0.5561616291257566,14.8,14.8,16.9
AL,Limestone,01,083,02,0,63,60,61,58,59,57,51,48,53,49,24,20,12,12,0,0,0,15,14,12,7,8,4,6,6,4,2,4,3,0,0,0,1,1,1,5951,5874,6040,6515,6209,0,3,3,2,2,1,2,2,1,2,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96174,94402,92753,91663,90787,88845,87654,85369,82782,78572,76135,73898,72446,70469,65676,14091,13495,13010,12531,11975,11433,10636,10187,NA,NA,NA,NA,NA,NA,NA,26,26,26,26,26,26,26,12,12,12,NaN,20,18.7,17.4,18.7,17.4,18.7,18.7,17.4,19.1,19.1,18.9,18.9,18.9,18.7,18.7,18.7,30,32,23,0.3177898773331074,0.34910487328584056,0.27783817738155636,7.3,7.3,5.7
AL,Lowndes,01,085,02,1,1,1,1,0,1,1,1,2,4,3,3,2,3,4,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5337,5095,6562,6404,6751,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.6,1,0,0,0,0,0,0,0,0,0,0,9974,10076,10358,10458,10580,10703,10857,11147,11299,12293,12644,12686,12759,13076,13473,1830,1953,1869,1843,1780,1707,1691,1655,NA,NA,NA,NA,NA,NA,NA,24,25.6,25.6,25.6,22.4,24.8,20.5,NaN,NaN,NaN,NaN,10.9,6.6,4.7,6.6,3.4,9.3,9.3,6.6,18.7,17.8,17.8,16.1,14.4,14.4,12.8,12.8,1,1,1,0.09924573243350536,0.09562057754828839,0.08850340738118417,0.5,0.5,0.5
AL,Macon,01,087,06,1,10,10,11,12,11,10,13,12,13,15,27,31,7,23,1,1,1,5,5,4,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,5299,3630,4929,4691,4906,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18439,18755,18963,19105,19425,19688,20535,21182,21452,21789,22290,22336,22594,22810,24105,3634,3442,3356,3273,3248,3168,3065,3031,NA,NA,NA,NA,NA,NA,NA,22.4,19.5,19.5,19.5,22.4,24,20.5,NaN,NaN,NaN,NaN,6.6,7.8,5.6,5.6,5.6,5.6,6.6,6.6,18.7,18.7,17.8,16.1,16.1,14.4,12.8,11.2,7,8,6,0.37323380431884834,0.4187385501177702,0.2796942010068991,10.7,9,5.7
AL,Madison,01,089,02,0,997,990,974,963,940,903,862,843,752,626,399,290,145,69,1,2,3,168,173,163,117,134,90,69,64,53,45,43,36,30,29,27,5,5,4,5154,4530,4545,4695,4546,13,1,1,1,1,1,1,1,1,5,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,366519,361046,356967,353089,350299,346892,343080,340111,334811,327744,319510,312734,304307,298192,276700,52852,51347,49684,48012,46098,44173,42325,40873,26,25.6,26,26,26,26,26,25.6,25.6,25.6,26,25.6,25.6,26,64,60,53,43,18.7,18.7,18.7,17.4,18.7,18.7,18.7,18.7,19.1,19.1,19.1,18.9,18.9,18.7,18.7,18.7,399,414,342,1.1051223389817364,1.1725089141831095,1.021471815442145,28.3,28,27.2
AL,Marengo,01,091,07,1,11,12,11,12,12,14,14,15,17,14,12,9,9,11,1,0,0,7,8,8,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,6242,5976,6115,7530,8090,0,1,1,1,1,1,0,0,0,3,3,4,2,2,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0.8,0,0,0,0,0,0,0,0.25,0.25,0.25,0,0,0,19066,19375,19673,20028,20110,20155,20401,20692,21027,20943,21055,21276,21842,21879,22539,3746,3897,3824,3740,3691,3630,3465,3424,NA,NA,NA,NA,NA,NA,NA,26,26,26,24,20.5,20.5,24,NaN,NaN,NaN,NaN,12.2,10.9,12.2,10.9,6.6,9.3,10.9,12.2,16.1,16.1,14.4,12.8,12.8,11.2,11.2,11.2,7,8,8,0.36129032258064514,0.39944078290393453,0.3804632139629999,9,9,9
AL,Marion,01,093,07,0,9,7,8,9,26,25,10,24,23,27,18,11,7,11,1,1,2,2,1,5,2,2,6,1,1,2,0,1,3,0,0,0,2,2,2,7117,7233,6342,7670,9121,0,2,2,2,1,1,1,1,1,2,2,2,2,2,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0.25,1,0,0,0,0.24,0.24,29763,29833,29998,30168,30271,30334,30327,30663,30776,29116,29465,29580,30165,30154,31214,6274,6187,6167,6095,6015,5828,5675,5645,NA,NA,NA,NA,NA,NA,NA,23.2,24.8,24.8,24.8,25.6,25.6,24,NaN,NaN,NaN,NaN,14.9,14.9,14.9,13.6,13.6,12.2,10.9,13.6,12.8,12.8,11.2,11.2,9.8,9.8,9.8,8.9,5,5,16,0.16759963798478197,0.16573853089366217,0.5198856251624643,2.8,2.8,14.8
AL,Marshall,01,095,04,0,101,106,106,102,105,105,100,96,92,86,44,39,28,25,1,0,1,37,37,33,9,11,9,7,8,9,5,6,5,3,4,4,2,2,2,5877,5344,5471,6132,5815,0,8,7,6,5,5,5,5,4,4,4,5,6,7,0,0,0,0,0,1,1,0,0,1,2,1,1,1,0,0,0,0,0,1,1,0,0,1,1.6,2,2,0.6,96109,95548,95157,94725,94636,94760,94776,94166,93019,90399,88484,87644,87185,85634,82231,16023,16059,15764,15409,15070,14612,14104,13862,NA,26,NA,24.8,24.8,26,25.6,24.8,25.6,25.6,24,24.8,25.6,25.6,17,17,18,11,13.6,13.6,13.6,13.6,14.9,13.6,14.9,14.9,18.7,18.7,17.8,17.8,16.1,16.1,16.1,16.1,58,62,56,0.6070247414911877,0.6545262602269728,0.6020275427600812,20.7,19.1,19.1
AL,Mobile,01,097,02,0,1233,1219,1188,1157,1141,1142,1143,1114,1072,1063,850,624,346,273,4,5,8,79,77,73,178,161,149,108,115,89,71,72,67,32,33,43,7,7,9,6066,5687,6007,5894,6096,0,2,2,1,1,1,1,1,2,30,28,30,31,31,7,5,9,7,0,3,3,5,4,5,5,4,3,4,7.98,6,11,8,0,1,3,10.44,7.69,10.63,13.7,12.26,9,7,413757,413955,414836,415395,415123,414079,413936,412577,412992,411721,406309,404406,404157,401427,399843,65209,63636,62039,60326,58394,56635,54474,53321,25.6,24.8,24.8,24.8,25.6,25.6,25.6,26,25.6,25.6,25.6,25.6,24.8,23.2,67,66,61,53,14.9,14.9,14.9,14.9,13.6,13.6,14.9,13.6,19.1,18.9,18.9,18.7,18.7,18.7,17.8,17.8,436,425,378,1.053254580811924,1.0231225700838962,0.9152719665271966,27.2,27.7,25.9
AL,Monroe,01,099,07,1,14,13,13,13,13,15,13,12,17,16,13,9,7,7,0,0,0,6,5,6,3,4,3,0,0,0,1,0,0,0,0,0,1,1,1,4791,5434,6519,5530,5813,0,1,1,0,0,0,0,0,0,2,2,2,3,3,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,21067,21327,21530,21673,21947,22236,22602,22760,23068,22389,22553,22764,23342,23733,24324,4181,3998,3939,3918,3841,3784,3649,3618,NA,NA,NA,NA,NA,NA,NA,26,26,26,26,26,25.6,26,NaN,NaN,NaN,NaN,12.2,10.9,7.8,10.9,7.8,13.6,7.8,7.8,17.8,16.1,16.1,14.4,14.4,12.8,12.8,11.2,10,9,9,0.46888920148168983,0.41526323074793525,0.3901508583318883,10.7,12.6,9
AL,Montgomery,01,101,02,0,658,645,615,613,610,606,601,595,571,569,419,315,182,154,4,3,2,101,90,73,109,96,106,42,44,40,30,30,32,16,17,13,6,6,7,5809,4636,4599,4737,5287,0,0,0,0,0,0,0,0,0,9,9,6,8,7,2,3,1,2,2,2,1,0,0,1,1,1,0,0,2,4,2,2,2,1.25,0.25,0,0,1,1,1,0,0,225763,226646,226349,226519,226189,226659,230149,232032,229363,224119,224810,225791,223571,221619,223510,33102,31753,31018,30192,29319,28617,27858,27421,25.6,24.8,24.8,24.8,25.6,24.8,24,24,24,24,24,24.8,24.8,23.2,28,27,24,23,13.6,14.9,12.2,12.2,12.2,13.6,12.2,13.6,19.4,19.1,19.1,19.1,18.9,18.9,18.7,18.7,282,260,251,1.2442310916583572,1.1478065857610178,1.0943351804781067,28,28.6,27.7
AL,Morgan,01,103,03,0,142,155,159,163,167,171,177,182,197,179,122,98,71,48,0,0,1,28,28,29,23,24,25,9,9,12,11,13,21,6,11,9,1,1,4,5862,5360,5662,5578,6037,0,4,3,3,4,4,3,1,1,2,4,4,4,4,1,2,1,1,0,0,0,0,0,1,1,0,0,2,3,4,3,2,0,0,0,0,0,1,1,0,0,1.5,119089,118818,119012,119565,119607,119787,120395,119953,119490,117293,115959,115050,115237,113740,111064,20325,19931,19529,19062,18549,18034,17209,16871,26,25.6,24.8,25.6,25.6,25.6,26,26,25.6,25.6,25.6,26,26,24,27,23,19,20,17.4,17.4,16.2,17.4,16.2,16.2,16.2,17.4,18.7,18.7,18.7,17.8,17.8,16.1,16.1,14.4,71,74,87,0.5975525593765254,0.6189102162003931,0.7280944012051218,19.1,16.9,21.9
AL,Perry,01,105,08,1,4,5,5,4,4,4,4,5,3,3,5,4,4,6,0,1,1,4,4,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5789,5173,7055,6493,6059,0,1,1,1,1,1,1,1,1,3,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9140,9339,9574,9652,9826,10020,10181,10373,10591,10623,10643,10602,11186,11371,11861,1784,1779,1779,1763,1719,1755,1678,1769,NA,NA,NA,NA,NA,NA,NA,20.5,22.4,20.5,24,24.8,26,24.8,NaN,NaN,NaN,NaN,3.4,4.7,2.1,0.4,3.4,3.4,5.6,2.1,16.1,16.1,14.4,14.4,14.4,12.8,12.8,11.2,4,4,3,0.4283113823749866,0.4144218814753419,0.28325937116419603,10.7,10.7,5.7
AL,Pickens,01,107,03,1,9,9,8,8,9,8,9,9,11,16,13,8,5,8,1,1,1,7,6,6,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,5439,5862,6350,5880,6086,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19938,20176,20324,20864,20365,19401,19405,19349,19746,19218,19524,19651,20133,20178,20949,3713,3690,3686,3627,3516,3445,3335,3336,NA,NA,NA,NA,NA,NA,NA,16.4,16.4,20.5,22.4,24,26,26,NaN,NaN,NaN,NaN,12.2,10.9,10.9,10.9,12.2,12.2,9.3,10.9,16.1,14.4,14.4,12.8,14.4,14.4,12.8,12.8,7,6,6,0.3469468675654243,0.2875766871165644,0.3038590094196293,5.7,7.3,7.3
AL,Pike,01,109,06,1,24,26,26,26,27,27,24,28,22,26,24,17,8,13,0,0,0,6,5,7,3,3,2,5,6,7,0,0,0,0,0,0,1,1,1,5470,4871,5054,5829,5433,0,0,0,0,0,0,0,0,0,1,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33338,33267,33286,33046,33389,33339,33182,32915,32899,30461,30381,29925,29620,29639,29605,4951,4942,4851,4694,4598,4458,4306,4211,NA,NA,NA,NA,NA,NA,NA,26,24.8,23.2,24.8,23.2,20.5,24,NaN,NaN,NaN,NaN,9.3,10.9,10.9,9.3,10.9,9.3,10.9,7.8,19.1,18.9,18.9,18.9,18.7,18.7,18.7,18.7,14,14,16,0.4208374665584513,0.42365187919869274,0.48633697072859355,10.7,10.7,12.6
AL,Randolph,01,111,06,0,7,7,7,8,7,7,7,8,6,10,8,8,5,9,1,1,1,4,4,5,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,4215,4373,4304,6025,5659,0,3,3,3,3,3,4,5,5,1,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22725,22670,22652,22696,22539,22727,22675,22787,22913,22577,22620,22425,22673,22717,22380,4600,4568,4508,4416,4276,4161,3922,3888,NA,NA,NA,NA,NA,NA,NA,24.8,24.8,25.6,25.6,24,24.8,25.6,NaN,NaN,NaN,NaN,16.2,13.6,14.9,13.6,12.2,12.2,12.2,10.9,16.1,14.4,12.8,12.8,11.2,11.2,9.8,9.8,4,4,5,0.17644464049404499,0.17624250969333802,0.21821673285907564,2.8,2.8,4.1
AL,Russell,01,113,02,0,32,28,27,28,27,24,24,24,26,29,29,26,13,10,1,1,3,9,8,9,1,3,3,5,3,2,1,1,1,0,0,0,2,2,2,4027,4112,4263,4330,5078,0,1,1,1,1,1,1,0,0,2,2,3,3,2,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,57781,57045,58172,59660,59608,59585,57820,54572,52947,50846,50504,50183,50085,49326,49756,7992,7699,7574,7469,7288,7097,6865,6720,NA,NA,NA,NA,NA,20.5,NA,20.5,19.5,24,24.8,25.6,25.6,20.5,NaN,NaN,NaN,NaN,12.2,14.9,12.2,13.6,12.2,12.2,13.6,10.9,19.1,19.1,19.1,19.1,19.1,19.1,18.9,18.7,16,15,15,0.28048032255237093,0.25142474019443517,0.2833021700946229,5.7,5.7,5.7
AL,St. Clair,01,115,01,0,24,24,23,25,29,26,24,27,31,31,18,8,6,10,0,0,0,6,6,10,6,6,6,4,3,3,0,0,0,0,0,0,1,1,1,6162,5188,5977,6391,6940,0,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88690,88199,88019,87074,86697,86308,85237,84398,83593,81895,79837,78054,75232,72330,64742,14350,14276,13811,13296,12709,12201,11500,10909,NA,NA,NA,NA,NA,NA,25.6,26,25.6,25.6,25.6,25.6,24.8,25.6,15,16,17,14,18.7,20,18.7,17.4,18.7,17.4,16.2,18.7,18.9,18.9,18.7,18.7,17.8,17.8,16.1,16.1,16,15,19,0.18140795247111646,0.17226726692238786,0.22729175887933198,2.8,2.8,4.1
AL,Shelby,01,117,01,0,542,549,538,531,510,519,497,480,438,342,57,30,12,12,1,1,3,59,58,58,78,85,84,32,35,32,18,17,16,18,18,13,2,2,1,3910,1878,2399,3355,4711,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215707,213605,210622,208713,206655,204180,200941,197936,195085,192503,187784,182113,178182,171465,143293,31636,29487,28101,26848,25333,23792,21940,20627,26,26,26,26,26,26,26,26,26,26,26,26,26,25.6,32,30,29,26,21.9,21.9,21,21,21,21,21,21,19.6,19.4,19.4,19.1,19.1,18.9,18.9,18.7,187,195,190,0.8754476721050538,0.9342973365339007,0.9739344388343543,25.9,25.3,26.6
AL,Sumter,01,119,08,1,6,6,7,6,6,6,6,6,5,6,7,11,7,9,1,1,1,3,3,2,2,2,1,0,0,1,0,0,0,0,0,0,1,1,1,5646,6406,7094,7592,8231,0,2,2,2,2,2,2,2,2,2,2,2,2,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,12691,12687,13040,13103,13166,13361,13427,13478,13763,12853,13266,13306,13606,13819,14798,2213,2246,2197,2147,2118,2058,2062,2063,NA,NA,NA,NA,NA,NA,NA,24,22.4,18.5,17.5,5,5.4,22.4,NaN,NaN,NaN,NaN,4.7,5.6,5.6,2.1,3.4,3.4,2.1,6.6,18.7,17.8,17.8,17.8,16.1,16.1,14.4,14.4,5,5,4,0.39410420115078426,0.3815920018316416,0.29063430938022233,9,9,5.7
